Date,Close
6/29/2022 16:00:00,163.94
6/30/2022 16:00:00,161.25
7/1/2022 16:00:00,160.03
7/5/2022 16:00:00,168.19
7/6/2022 16:00:00,169.77
7/7/2022 16:00:00,172.19
7/8/2022 16:00:00,170.88
7/11/2022 16:00:00,162.88
7/12/2022 16:00:00,163.27
7/13/2022 16:00:00,163.49
7/14/2022 16:00:00,158.05
7/15/2022 16:00:00,164.7
7/18/2022 16:00:00,167.23
7/19/2022 16:00:00,175.78
7/20/2022 16:00:00,183.09
7/21/2022 16:00:00,183.17
7/22/2022 16:00:00,169.27
7/25/2022 16:00:00,166.65
7/26/2022 16:00:00,159.15
7/27/2022 16:00:00,169.58
7/28/2022 16:00:00,160.72
7/29/2022 16:00:00,159.1
8/1/2022 16:00:00,159.93
8/2/2022 16:00:00,160.19
8/3/2022 16:00:00,168.8
8/4/2022 16:00:00,170.57
8/5/2022 16:00:00,167.11
8/8/2022 16:00:00,170.25
8/9/2022 16:00:00,168.53
8/10/2022 16:00:00,178.34
8/11/2022 16:00:00,177.49
8/12/2022 16:00:00,180.5
8/15/2022 16:00:00,180.89
8/16/2022 16:00:00,179.47
8/17/2022 16:00:00,174.85
8/18/2022 16:00:00,174.66
8/19/2022 16:00:00,167.96
8/22/2022 16:00:00,163.05
8/23/2022 16:00:00,161.11
8/24/2022 16:00:00,163.26
8/25/2022 16:00:00,168.78
8/26/2022 16:00:00,161.78
8/29/2022 16:00:00,159.17
8/30/2022 16:00:00,157.16
8/31/2022 16:00:00,162.93
9/1/2022 16:00:00,165.36
9/2/2022 16:00:00,160.32
9/6/2022 16:00:00,158.54
9/7/2022 16:00:00,160.39
9/8/2022 16:00:00,162.06
9/9/2022 16:00:00,169.15
9/12/2022 16:00:00,168.96
9/13/2022 16:00:00,153.13
9/14/2022 16:00:00,151.47
9/15/2022 16:00:00,149.55
9/16/2022 16:00:00,146.29
9/19/2022 16:00:00,148.02
9/20/2022 16:00:00,146.09
9/21/2022 16:00:00,142.12
9/22/2022 16:00:00,142.82
9/23/2022 16:00:00,140.41
9/26/2022 16:00:00,136.37
9/27/2022 16:00:00,134.4
9/28/2022 16:00:00,141.61
9/29/2022 16:00:00,136.41
9/30/2022 16:00:00,135.68
10/3/2022 16:00:00,138.61
10/4/2022 16:00:00,140.28
10/5/2022 16:00:00,138.98
10/6/2022 16:00:00,139.07
10/7/2022 16:00:00,133.45
10/10/2022 16:00:00,133.79
10/11/2022 16:00:00,128.54
10/12/2022 16:00:00,127.5
10/13/2022 16:00:00,130.29
10/14/2022 16:00:00,126.76
10/17/2022 16:00:00,134.04
10/18/2022 16:00:00,132.8
10/19/2022 16:00:00,133.23
10/20/2022 16:00:00,131.53
10/21/2022 16:00:00,130.01
10/24/2022 16:00:00,129.72
10/25/2022 16:00:00,137.51
10/26/2022 16:00:00,129.82
10/27/2022 16:00:00,97.94
10/28/2022 16:00:00,99.2
10/31/2022 16:00:00,93.16
11/1/2022 16:00:00,95.2
11/2/2022 16:00:00,90.54
11/3/2022 16:00:00,88.91
11/4/2022 16:00:00,90.79
11/7/2022 16:00:00,96.72
11/8/2022 16:00:00,96.47
11/9/2022 16:00:00,101.47
11/10/2022 16:00:00,111.87
11/11/2022 16:00:00,113.02
11/14/2022 16:00:00,114.22
11/15/2022 16:00:00,117.08
11/16/2022 16:00:00,113.23
11/17/2022 16:00:00,111.45
11/18/2022 16:00:00,112.05
11/21/2022 16:00:00,109.86
11/22/2022 16:00:00,111.44
11/23/2022 16:00:00,112.24
11/25/2022 13:05:00,111.41
11/28/2022 16:00:00,108.78
11/29/2022 16:00:00,109.46
11/30/2022 16:00:00,118.1
12/1/2022 16:00:00,120.44
12/2/2022 16:00:00,123.49
12/5/2022 16:00:00,122.43
12/6/2022 16:00:00,114.12
12/7/2022 16:00:00,113.93
12/8/2022 16:00:00,115.33
12/9/2022 16:00:00,115.9
12/12/2022 16:00:00,114.71
12/13/2022 16:00:00,120.15
12/14/2022 16:00:00,121.59
12/15/2022 16:00:00,116.15
12/16/2022 16:00:00,119.43
12/19/2022 16:00:00,114.48
12/20/2022 16:00:00,117.09
12/21/2022 16:00:00,119.76
12/22/2022 16:00:00,117.12
12/23/2022 16:00:00,118.04
12/27/2022 16:00:00,116.88
12/28/2022 16:00:00,115.62
12/29/2022 16:00:00,120.26
12/30/2022 16:00:00,120.34
